"Date","Close","% Change","% Change vs Average","Volume"
"2025-03-18T19:25:00.000Z","116.14","-0.30","-0.29","3,244,762"
"2025-03-18T19:30:00.000Z","116.05","-0.07","-0.07","2,089,267"
"2025-03-18T19:35:00.000Z","115.50","-0.47","-0.47","3,211,136"
"2025-03-18T19:40:00.000Z","115.47","-0.03","-0.02","3,306,385"
"2025-03-18T19:45:00.000Z","115.11","-0.32","-0.31","4,874,260"
"2025-03-18T19:50:00.000Z","115.46","0.31","0.31","5,199,789"
"2025-03-18T19:55:00.000Z","115.58","0.10","0.11","7,911,939"
"2025-03-19T13:30:00.000Z","116.79","1.05","1.05","16,654,874"
"2025-03-19T13:35:00.000Z","116.64","-0.13","-0.12","5,616,004"
"2025-03-19T13:40:00.000Z","116.09","-0.47","-0.46","5,689,330"
"2025-03-19T13:45:00.000Z","116.53","0.38","0.38","4,783,318"
"2025-03-19T13:50:00.000Z","117.31","0.67","0.67","4,192,404"
"2025-03-19T13:55:00.000Z","116.90","-0.35","-0.35","3,591,491"
"2025-03-19T14:00:00.000Z","117.38","0.42","0.42","4,155,739"
"2025-03-19T14:05:00.000Z","117.73","0.30","0.30","5,339,719"
"2025-03-19T14:10:00.000Z","117.64","-0.08","-0.07","4,200,036"
"2025-03-19T14:15:00.000Z","117.32","-0.27","-0.27","4,097,746"
"2025-03-19T14:20:00.000Z","117.16","-0.14","-0.13","2,950,973"
"2025-03-19T14:25:00.000Z","116.99","-0.15","-0.14","3,053,281"
"2025-03-19T14:30:00.000Z","117.04","0.04","0.05","2,459,590"
"2025-03-19T14:35:00.000Z","116.98","-0.05","-0.04","2,297,027"
"2025-03-19T14:40:00.000Z","116.52","-0.40","-0.39","2,827,338"
"2025-03-19T14:45:00.000Z","116.81","0.25","0.25","2,296,936"
"2025-03-19T14:50:00.000Z","116.55","-0.23","-0.22","1,685,434"
"2025-03-19T14:55:00.000Z","116.43","-0.10","-0.10","1,810,912"
"2025-03-19T15:00:00.000Z","116.84","0.35","0.36","1,972,178"
"2025-03-19T15:05:00.000Z","117.29","0.39","0.39","2,869,520"
"2025-03-19T15:10:00.000Z","117.15","-0.11","-0.11","1,762,000"
"2025-03-19T15:15:00.000Z","116.84","-0.27","-0.27","1,566,378"
"2025-03-19T15:20:00.000Z","117.15","0.27","0.27","1,829,100"
"2025-03-19T15:25:00.000Z","117.25","0.08","0.09","1,979,815"
"2025-03-19T15:30:00.000Z","117.25","0","0","1,311,223"
"2025-03-19T15:35:00.000Z","117.12","-0.11","-0.11","1,133,129"
"2025-03-19T15:40:00.000Z","117.62","0.43","0.44","2,263,953"
"2025-03-19T15:45:00.000Z","117.49","-0.11","-0.11","1,930,438"
"2025-03-19T15:50:00.000Z","117.45","-0.03","-0.03","1,784,950"
"2025-03-19T15:55:00.000Z","117.56","0.10","0.10","2,149,641"
"2025-03-19T16:00:00.000Z","117.46","-0.09","-0.08","1,444,226"
"2025-03-19T16:05:00.000Z","117.79","0.29","0.29","3,132,304"
"2025-03-19T16:10:00.000Z","117.56","-0.20","-0.20","6,139,026"
"2025-03-19T16:15:00.000Z","117.39","-0.14","-0.14","1,571,854"
